id,MIN
JI01_000726599,MZP_000000578
JI01_000731239,MZP_000001100
JI01_000883390,MZP_000003761
JI01_000912771,MZP_000000750
JI01_000926240,MZP_000003762
JI01_001101891,MZP_000000951
JI01_001196303,MZP_000003763
JI01_001590903,MZP_000003764
JI01_001647980,MZP_000003765
JI01_001699617,MZP_000003766
JI01_000287533,MZP_000001098
JI01_000329908,MZP_000001081
JI01_000868643,MZP_000002475
JI01_001136952,MZP_000000726
JI01_001425099,MZP_000000864
JI01_001645504,MZP_000002423
JI01_001645795,MZP_000000595
JI01_001687164,MZP_000000562
JI01_000408540,MZP_000003767
JI01_001251921,MZP_000003768
JI01_001324556,MZP_000000326
JI01_001375761,MZP_000000519
JI01_002051415,MZP_000001817
JI01_000507038,MZP_000000877
JI01_000567041,MZP_000000584
JI01_000609238,MZP_000000256
JI01_000932608,MZP_000003769
JI01_001148721,MZP_000002057
JI01_001256529,MZP_000000912
JI01_001325367,MZP_000000394
JI01_001370882,MZP_000003770
JI01_001452683,MZP_000000847
JI01_001684068,MZP_000000528
JI01_001727840,MZP_000003771
JI01_000340474,MZP_000003772
JI01_000412184,MZP_000000957
JI01_000513561,MZP_000000736
JI01_000568527,MZP_000002164
JI01_000570249,MZP_000003773
JI01_000653374,MZP_000003774
JI01_001185713,MZP_000003775
JI01_001190198,MZP_000003776
JI01_001207397,MZP_000000819
JI01_001211234,MZP_000002956
JI01_001216457,MZP_000002971
JI01_001258263,MZP_000003777
JI01_001371861,MZP_000001108
JI01_001561968,MZP_000001189
JI01_001695363,MZP_000003778
JI01_001722269,MZP_000003779
JI01_000073160,MZP_000001762
JI01_000271259,MZP_000001139
JI01_000506642,MZP_000003780
JI01_000510363,MZP_000003781
JI01_000559596,MZP_000003782
JI01_000613166,MZP_000003783
JI01_000681330,MZP_000000958
JI01_001060454,MZP_000003784
JI01_001090821,MZP_000003785
JI01_001252619,MZP_000003786
JI01_001415094,MZP_000003787
JI01_001494605,MZP_000001007
JI01_001591957,MZP_000000897
JI01_001684285,MZP_000003788
JI01_001858252,MZP_000000828
JI01_002012354,MZP_000003516
JI01_000321238,MZP_000002364
JI01_000359557,MZP_000000787
JI01_000463899,MZP_000002518
JI01_000482217,MZP_000003789
JI01_000534017,MZP_000003790
JI01_000566618,MZP_000003791
JI01_001060515,MZP_000000391
JI01_001257092,MZP_000003792
