id,sample_10_381,sample_15_385,sample_17_385,sample_20_390,sample_22_390,sample_25_396,sample_27_396,sample_2_369,sample_31_398,sample_32_398,sample_33_,sample_34_398,sample_36_401,sample_37_400,sample_38_401,sample_39_400,sample_42_414,sample_43_414,sample_47_416,sample_48_416,sample_52_418,sample_54_418,sample_56_420,sample_59_420,sample_5_369,sample_62_424,sample_64_424,sample_8_381,sample_BL1,sample_BL2
JI01_000085568,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000085680,0,0,55,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000085906,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0,0
JI01_000085933,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086010,0,1,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086094,0,0,2,25,0,2,29,0,0,57,103,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086309,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086445,0,0,69,23,1,3,22,0,9,15,19,0,20,0,17,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086454,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0
JI01_000086612,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,12,0,4,0,0,0,9,0,0,0,0,0,0,0,0
JI01_000086732,3,0,49,9,0,0,0,0,3,12,24,0,0,1,31,6,3,2,1,2,0,12,0,0,0,0,0,0,0,0
JI01_000086830,0,8,13,18,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JI01_000086932,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000086940,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087086,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087088,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JI01_000087276,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087289,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087570,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,17,0,0,0,0,0,0,0,0,0,0
JI01_000087589,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087686,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087724,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000087791,0,0,12,17,2,4,18,0,4,2,38,0,19,1,27,24,7,0,0,0,0,7,0,0,0,0,0,0,0,0
JI01_000087895,0,0,18,4,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088031,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088124,0,0,105,9,0,0,0,0,27,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088169,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088222,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000088392,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088876,0,0,3,24,0,0,10,0,0,0,11,0,2,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000088960,0,5,4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
JI01_000089192,0,8,17,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000089410,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000089503,0,2,8,4,0,0,1,0,0,6,16,0,2,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000089554,0,0,1,2,0,0,1,0,0,0,4,0,2,1,10,1,3,0,0,0,0,0,0,3,0,0,0,3,0,0
JI01_000089665,0,0,75,2,0,0,0,0,0,0,0,0,0,0,0,0,91,160,2,57,11,101,0,8,26,0,14,0,0,0
JI01_000089901,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,1,4,11,0,4,0,3,0,0,0,0,3,0,0,0
JI01_000089912,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000090067,0,0,2,1,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000090580,0,0,22,0,4,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000090987,34,0,14,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,1,0,0,4,0,0,0,0,40,0,0,0
JI01_000091093,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
JI01_000091118,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000091150,2,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0,4,3,8,11,1,2,0,0,0,0,15,0,0,0
JI01_000091989,2,0,16,7,0,0,8,0,1,6,38,0,0,0,7,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000092884,0,0,11,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000093561,0,0,19,0,0,0,0,0,0,0,0,0,196,62,30,41,62,1,31,28,0,0,25,13,0,0,0,0,0,0
JI01_000093599,0,0,19,2,2,2,9,0,46,31,6,0,0,4,24,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000093722,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000093767,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000093853,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000095842,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000096068,2,1,5,0,0,0,2,0,0,0,8,0,1,0,0,1,2,0,2,0,0,0,0,16,0,1,0,0,0,0
JI01_000096266,0,0,2,0,1,0,0,0,0,4,10,0,0,2,3,1,18,2,1,2,2,11,0,0,0,0,5,1,0,0
JI01_000096282,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000096366,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000096529,0,0,3,6,0,0,4,0,0,0,8,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000096766,14,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,12,23,5,172,4,194,0,10,100,12,113,0,0,0
JI01_000096980,0,0,9,1,1,0,0,0,0,0,5,0,12,0,0,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0
JI01_000097038,0,0,6,1,0,0,1,0,1,0,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000097401,0,2,11,31,6,2,7,0,6,19,31,0,11,3,18,28,8,3,7,4,0,0,2,0,3,0,0,1,0,0
JI01_000098857,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000099775,0,2,10,17,1,0,1,0,0,2,5,0,4,0,19,17,1,1,0,0,1,2,0,0,0,0,0,0,0,0
JI01_000100133,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,10,3,0,0,1,0,2,0,3,0,0,6,0,0,0
JI01_000100221,0,1,18,28,9,5,0,0,0,3,1,0,27,26,72,27,23,34,0,4,0,0,0,0,0,0,10,0,0,0
JI01_000100277,10858,18,0,33022,490,136,409,0,0,0,0,0,287,111,34,56,10,7,84,35,0,0,76,9,0,0,20,5294,10,0
JI01_000100373,0,2,0,24,2,2,14,0,0,0,16,0,8,3,31,14,3,0,1,5,0,0,0,0,0,0,0,0,0,0
JI01_000100381,0,0,0,8,0,0,4,0,0,6,13,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100390,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100581,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100642,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100665,0,2,1,11,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100702,0,0,0,402,389,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,14,0,0,0
JI01_000100720,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000100726,0,0,0,24,26,11,10,0,0,38,10,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
JI01_000100903,7,23,0,147,246,129,93,7,5,8,3,0,64,40,21,15,18,0,0,0,26,18,0,0,0,2,0,12,0,0
JI01_000100984,0,0,2,9,1,0,1,0,0,6,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000101038,0,0,0,166,50,0,16,0,0,0,15,0,0,3,42,37,0,58,1,0,0,10,0,0,0,0,0,0,0,0
JI01_000101173,0,0,0,9,1,0,3,0,0,0,2,0,0,0,5,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0
JI01_000101219,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000101315,12,0,0,115,107,3,3,0,59,0,46,0,83,8,22,28,11,11,0,3,0,10,0,0,0,0,0,5,0,0
JI01_000101339,0,0,0,1,0,0,0,427,0,0,0,0,0,0,0,0,587,16,0,0,0,0,0,0,0,163,45,0,0,0
JI01_000101355,0,0,0,201,726,2064,474,222,306,536,46,0,606,301,69,50,198,7,0,0,0,0,35,8,15,0,0,11,0,0
JI01_000101372,0,0,0,46,169,0,0,0,461,432,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000101485,0,0,0,26,0,9,3,11,0,0,0,0,17,6,9,0,3,0,9,2,1,0,0,0,2,2,0,0,0,0
JI01_000101739,0,0,0,1628,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000101901,0,0,3,26,33,0,4,0,0,0,0,0,0,0,0,8,0,0,8,4,4,2,0,0,0,0,0,0,0,0
JI01_000101916,0,0,0,197,940,573,185,0,0,0,0,0,69,32,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000101967,12,64,0,157,857,313,66,0,0,0,0,0,41,14,3,13,387,18,976,108,2,5,412,74,0,820,105,7,0,0
JI01_000101989,0,0,0,12,0,0,31,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102008,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102010,0,0,0,56,0,2,11,0,0,0,13,0,0,0,16,19,13,4,0,0,0,7,0,0,0,0,0,0,0,0
JI01_000102062,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102135,0,0,0,14,0,0,2,0,0,0,3,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102223,0,0,0,10,0,0,16,0,0,0,4,3,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102378,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102447,0,0,0,28,11,1,0,0,0,0,0,0,18,20,2,53,0,0,1,3,2,2,0,0,0,0,0,0,0,0
JI01_000102639,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0
JI01_000102658,0,0,11,21,1,1,1,0,0,0,7,0,4,5,6,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0
JI01_000102737,8,0,15,159,25,12,74,1,22,43,57,15,46,15,34,39,21,2,1,2,2,1,0,2,19,4,0,12,0,0
JI01_000102745,0,0,1,14,0,0,1,0,0,6,22,0,5,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102879,0,0,0,19,2,0,8,0,0,0,6,0,2,0,4,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0
JI01_000102925,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000102944,0,0,0,40,37,0,0,12,0,3,1,0,39,8,2,38,0,0,2,0,0,0,0,0,3,10,2,0,0,0
JI01_000103066,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000103356,5,0,0,88,220,20,33,22,10,3,26,0,66,25,16,29,130,6,260,54,96,16,0,8,0,24,0,6,0,0
JI01_000103623,8,0,0,163,1483,3252,548,1,2353,2072,281,59,520,176,123,112,1023,36,0,17,0,0,0,0,0,0,0,0,0,0
JI01_000103639,0,0,0,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000103659,0,0,0,77,149,92,47,0,370,519,389,36,53,33,20,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0
JI01_000103820,0,0,1,1,0,0,0,0,0,0,0,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000104105,1,0,0,14,14,1,19,0,0,0,0,0,0,3,12,0,0,6,4,0,12,0,0,0,0,0,0,8,0,0
JI01_000104219,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000104312,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000104490,2,0,6,13,2,0,3,0,0,0,15,0,4,6,12,23,14,1,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000104614,0,0,0,22,0,0,0,0,0,0,0,0,12,1,8,12,0,0,0,0,4,21,0,0,0,0,14,0,0,0
JI01_000104620,0,0,0,25,0,0,0,0,0,0,22,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000104806,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JI01_000104890,0,0,0,24,4,0,13,0,0,0,21,0,0,0,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000104941,0,0,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105057,0,0,0,4,0,11,7,0,131,151,6,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105060,0,0,0,42,0,1,22,0,3,0,15,0,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105085,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105232,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105346,0,0,3,52,4,1,6,0,0,12,27,5,1,0,33,10,6,1,0,0,0,4,0,0,0,0,0,0,0,0
JI01_000105467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105518,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105546,0,0,0,24,5,14,411,3,24,29,294,1,3,0,5,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0
JI01_000105703,2,93,173,681,22,48,586,0,99,100,640,35,162,31,481,811,206,86,18,109,28,312,10,46,0,27,160,2,0,0
JI01_000105704,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105761,0,0,0,12,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000105790,0,0,3,14,5,0,3,0,0,0,4,0,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106047,0,0,0,19,0,0,4,0,1,3,9,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106194,4,0,0,7,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106354,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106500,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106520,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106597,0,0,2,34,2,1,6,0,2,0,14,0,0,0,13,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JI01_000106757,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000106968,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000107362,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000107484,0,6,10,113,1,0,56,0,9,0,16,0,1,1,64,50,0,6,0,0,0,14,0,0,0,0,0,0,0,0
JI01_000107657,0,0,0,3,2,0,6,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000107829,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000107837,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
JI01_000108026,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108079,0,0,0,30,0,0,0,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
JI01_000108199,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
JI01_000108443,0,0,0,21,1,0,7,0,11,3,34,0,1,3,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108476,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108521,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108679,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108719,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108738,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000108785,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000109084,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000109170,0,0,0,3,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000109227,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000109403,0,0,0,12,46,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000109836,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000110247,0,0,0,2,1,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000110430,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000110498,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
JI01_000111120,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111129,0,0,1,11,0,0,0,0,0,0,0,0,15,0,5,10,0,1,0,0,0,11,0,0,0,0,0,0,0,0
JI01_000111198,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111229,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111731,1,0,7,59,0,6,10,0,6,3,27,0,1,0,18,23,0,3,0,1,0,2,0,3,0,0,0,0,0,0
JI01_000111762,0,0,0,9,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111818,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111825,1,2,0,3,7,3,6,5,0,0,0,0,1,0,0,0,1,0,7,7,2,11,5,20,0,22,2,6,0,0
JI01_000111943,0,0,0,9,0,0,8,0,2,0,1,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000111993,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000112092,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000112121,0,0,0,10,0,0,1,0,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
JI01_000112135,0,0,0,15,6,0,9,0,0,0,1,0,2,3,7,12,23,20,11,14,16,18,0,0,0,1,6,0,0,0
JI01_000112136,0,0,0,2,0,1,7,0,0,0,4,0,2,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000112614,0,0,0,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000112716,0,0,0,58,41,99,52,32,47,0,44,0,27,6,2,11,2,0,155,31,97,62,0,0,0,13,12,2,0,0
JI01_000112732,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0
JI01_000112746,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000112842,0,0,0,112,220,262,119,0,98,163,85,0,97,61,9,14,0,0,0,0,0,0,29,21,0,0,0,0,0,0
JI01_000112901,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113022,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JI01_000113305,0,0,0,7,0,0,3,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113310,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113508,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113649,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113753,0,0,18,3,0,0,1,0,9,0,8,0,0,0,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113896,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113932,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000113941,0,10,7,25,2,1,3,0,1,16,6,0,19,2,11,16,1,0,1,2,1,1,0,1,0,0,0,0,0,0
JI01_000113971,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000114378,0,0,0,26,108,0,0,0,7,0,2,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000114685,0,0,0,63,358,656,133,152,535,770,86,0,13,1,0,0,0,0,0,0,0,0,215,17,21,0,0,0,0,0
JI01_000114813,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JI01_000114838,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000114869,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
JI01_000115199,0,0,0,2,0,0,0,0,0,9,1,0,4,0,0,6,2,1,1,0,5,0,0,2,0,0,0,0,0,0
JI01_000115228,0,0,0,1,0,0,0,0,2,0,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000115267,0,2,3,29,0,0,7,0,1,9,7,0,9,0,6,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0
JI01_000115530,0,0,0,8,0,0,2,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JI01_000115626,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
